timestamp,engine_load,coolant_temp,fuel_pressure,intake_manifold_p,rpm,speed,timing_advance,intake_air_temp,air_flow_rate,throttle_pos,engine_run_time,fuel_level,warmups_since_clear,barometric_p,ambient_air_temp,cmd_throttle_act,time_with_mil_on,time_since_codes,hybrid_batt_life,fuel_rate,fault_code,verdict
2025-05-26T15:34:14.202326,81.03,95.19,68.56,63.51,6650,61.14,-0.3,24.77,42.67,37.08,11329,67.65,18,94.23,8.94,42.04,5739,125283,65.94,7.41,rpm_spike,fault
2025-05-26T15:34:14.202334,50.81,89.0,33.74,67.35,2944,76.23,23.46,29.33,189.94,47.73,2025,63.63,8,87.34,38.51,46.96,3246,73301,81.71,13.27,ambient_high,fault
2025-05-26T15:34:14.202343,67.33,108.12,35.77,70.51,2113,55.63,24.63,15.28,40.02,0.0,1105,51.58,33,101.62,14.91,0.0,5005,554690,56.1,16.62,throttle_stuck,fault
2025-05-26T15:34:14.202351,47.98,105.91,54.75,87.16,2745,63.87,19.0,45.14,52.99,100.0,3077,61.12,16,87.0,20.81,100.0,7002,55334,69.53,5.12,throttle_stuck,fault
2025-05-26T15:34:14.202359,40.36,84.17,45.31,81.68,2859,66.67,16.57,41.72,69.55,37.75,23303,14.85,13,102.82,15.77,36.94,6674,488255,62.55,28.75,fuel_rate_high,fault
2025-05-26T15:34:14.202368,27.34,76.72,30.35,86.53,2695,69.29,-2.76,28.6,1.82,39.17,14705,17.19,32,90.92,-0.19,40.64,3567,236159,58.12,15.74,air_flow_low,fault
2025-05-26T15:34:14.202376,88.04,98.58,45.58,39.8,401,12.48,22.92,22.16,80.4,16.01,13574,30.59,21,100.87,47.88,17.65,1373,479238,85.15,5.97,ambient_high,fault
2025-05-26T15:34:14.202385,81.96,95.97,65.29,75.14,6209,46.59,24.78,45.67,77.44,28.94,10877,9.43,40,102.56,7.73,26.78,2765,72699,72.65,9.19,rpm_spike,fault
2025-05-26T15:34:14.202393,85.37,87.58,62.23,55.15,2505,62.44,-4.81,16.98,184.34,32.28,16397,55.47,34,101.67,41.88,36.61,340,438438,79.85,1.74,ambient_high,fault
2025-05-26T15:34:14.202402,55.7,99.46,50.5,33.27,2921,147.5,19.65,15.03,40.11,36.96,26383,91.18,18,92.74,-4.07,39.54,1062,552845,95.02,13.93,speed_high,fault
2025-05-26T15:34:14.202410,56.61,104.49,40.24,67.26,1866,42.04,17.53,42.21,9.91,12.81,5462,82.77,41,104.56,12.21,13.59,3848,350157,91.01,6.66,air_flow_low,fault
2025-05-26T15:34:14.202419,86.1,89.93,56.49,32.85,2131,48.79,17.85,34.08,39.85,24.34,30103,94.82,47,89.49,16.3,25.13,5014,561093,99.99,29.98,fuel_rate_high,fault
2025-05-26T15:34:14.202427,40.18,96.11,69.83,72.48,1817,47.56,19.58,16.29,78.87,0.0,14213,24.68,31,96.01,7.42,0.0,4200,450004,52.04,19.0,throttle_stuck,fault
2025-05-26T15:34:14.202435,67.78,104.49,44.02,59.5,1873,46.2,10.3,24.18,120.25,23.48,24228,9.81,41,100.25,48.39,25.83,4966,106472,76.64,6.5,ambient_high,fault
2025-05-26T15:34:14.202444,30.81,130.64,51.19,58.72,2974,77.75,22.28,16.23,70.96,32.26,29388,78.04,14,85.1,21.76,34.23,6136,463395,74.38,11.63,coolant_overheat,fault
2025-05-26T15:34:14.202457,27.04,92.67,30.37,35.87,1930,46.97,23.16,51.69,84.07,20.3,10235,88.16,4,103.48,27.07,17.34,1441,206364,76.57,3.28,intake_temp_high,fault
2025-05-26T15:34:14.202465,85.95,92.47,55.49,39.16,3611,87.42,15.72,25.74,11.75,45.81,19204,96.23,21,89.12,16.83,50.71,1328,313352,72.46,47.47,fuel_rate_high,fault
2025-05-26T15:34:14.202473,57.56,90.26,63.81,84.62,2524,62.75,22.29,55.39,54.54,28.05,9100,47.35,12,100.31,31.0,24.07,4998,364678,56.14,2.87,intake_temp_high,fault
2025-05-26T15:34:14.202482,54.04,71.63,50.98,48.69,3181,79.86,19.99,32.08,60.02,38.74,615,3.95,43,92.6,34.7,35.9,6905,398127,83.8,5.7,fuel_low,fault
2025-05-26T15:34:14.202491,81.67,95.9,30.61,89.28,2955,70.72,18.08,59.68,66.08,42.84,33461,15.4,26,97.92,20.42,40.81,3355,228160,67.95,16.21,intake_temp_high,fault
2025-05-26T15:34:14.202500,71.09,91.37,48.28,58.75,637,13.75,5.32,34.62,96.83,13.15,20930,77.97,31,72.4,25.74,12.01,6566,236384,65.17,16.98,barometric_low,fault
2025-05-26T15:34:14.202509,81.78,92.58,68.78,82.7,1947,44.51,6.06,17.18,133.43,0.0,19221,59.53,20,89.0,28.22,0.0,2217,521696,93.68,5.04,throttle_stuck,fault
2025-05-26T15:34:14.202519,28.94,90.72,66.69,40.16,3249,77.75,15.39,47.13,130.47,37.08,15203,58.91,2,68.23,9.83,34.69,2732,488972,86.18,15.83,barometric_low,fault
2025-05-26T15:34:14.202527,22.16,90.18,56.94,68.79,2638,69.48,16.96,18.45,198.59,34.64,23392,89.92,48,97.25,4.91,38.26,3043,506262,95.14,41.76,fuel_rate_high,fault
2025-05-26T15:34:14.202536,42.84,98.85,65.19,64.34,2355,56.55,16.82,47.62,126.37,34.06,24826,47.47,10,84.08,24.73,36.23,177,539309,78.33,14.24,barometric_low,fault
2025-05-26T15:34:14.202544,87.79,89.39,31.77,73.46,1207,35.13,20.21,49.28,164.75,100.0,7808,34.46,14,103.65,17.89,100.0,6177,350100,55.43,12.51,throttle_stuck,fault
2025-05-26T15:34:14.202552,72.13,99.06,55.1,40.53,1599,41.98,0.37,36.57,44.19,15.52,5664,54.56,22,62.76,27.36,17.23,682,485307,63.71,13.67,barometric_low,fault
2025-05-26T15:34:14.202560,76.85,86.89,60.17,82.53,1947,44.46,-1.46,35.64,74.88,18.65,34243,75.5,7,98.59,46.75,19.18,5668,496448,60.09,12.34,ambient_high,fault
2025-05-26T15:34:14.202569,81.14,105.06,57.89,38.34,2155,50.97,-0.68,31.1,65.76,26.68,29689,38.67,0,85.64,6.23,25.48,3698,95069,81.83,5.27,barometric_low,fault
2025-05-26T15:34:14.202578,50.97,83.75,52.79,43.92,1701,134.39,6.73,43.63,112.41,19.64,5360,55.83,39,88.55,18.89,16.54,1384,442538,60.4,8.11,speed_high,fault
2025-05-26T15:34:14.202587,54.77,94.39,66.06,38.25,3218,80.3,-2.99,46.13,6.2,41.11,16767,54.62,26,101.97,26.02,45.31,843,445165,88.66,13.5,air_flow_low,fault
2025-05-26T15:34:14.202595,53.37,87.27,33.55,65.03,2118,51.09,20.07,39.16,9.18,19.7,17023,73.98,44,100.23,0.84,19.8,3863,278388,60.54,5.88,air_flow_low,fault
2025-05-26T15:34:14.202604,76.88,92.53,39.5,53.44,2196,58.92,22.37,21.8,108.27,0.0,8328,46.81,4,93.7,24.17,0.0,5925,135673,85.79,15.36,throttle_stuck,fault
2025-05-26T15:34:14.202612,85.62,93.19,57.34,63.18,3270,167.72,-4.64,30.26,11.56,39.9,24971,95.53,10,87.5,22.41,38.2,1521,447552,80.0,3.8,speed_high,fault
2025-05-26T15:34:14.202621,53.82,111.68,45.0,59.91,2761,64.69,9.92,42.24,164.62,100.0,35211,44.75,35,104.79,-4.2,100.0,4124,319368,85.47,4.98,throttle_stuck,fault
2025-05-26T15:34:14.202630,27.21,105.29,63.98,40.01,3403,171.28,-3.07,24.98,78.62,48.33,12778,57.37,43,88.31,17.7,45.2,2736,224133,71.04,6.92,speed_high,fault
2025-05-26T15:34:14.202639,73.88,86.97,59.43,56.9,2142,153.28,10.49,42.57,51.88,37.88,19146,61.3,3,101.85,29.15,36.97,3430,368781,52.82,17.34,speed_high,fault
2025-05-26T15:34:14.202648,46.52,89.02,38.05,34.92,2352,55.49,-0.24,32.01,0.62,26.06,28962,8.69,26,94.08,12.31,24.96,6628,40304,93.8,7.39,air_flow_low,fault
2025-05-26T15:34:14.202657,44.35,115.46,32.0,86.19,2356,60.02,24.6,36.79,174.72,30.89,26786,40.14,8,92.3,37.19,35.37,3985,426717,56.05,8.14,ambient_high,fault
2025-05-26T15:34:14.202665,86.87,102.69,65.93,38.45,1585,43.52,-3.0,32.72,173.77,26.67,31981,80.59,40,92.94,40.68,30.53,2860,414949,91.15,7.1,ambient_high,fault
2025-05-26T15:34:14.202675,84.56,95.78,40.96,36.85,2986,73.91,-2.57,23.18,56.04,32.54,32280,87.93,28,93.65,39.14,31.42,787,546000,61.52,16.06,ambient_high,fault
2025-05-26T15:34:14.202683,24.82,108.81,44.62,81.82,3615,85.55,21.03,27.58,4.36,50.24,18618,50.74,25,101.6,7.77,54.17,2693,385357,65.9,4.4,air_flow_low,fault
2025-05-26T15:34:14.202692,75.06,98.76,53.77,34.18,2491,66.01,-3.45,49.13,166.77,41.77,18312,48.48,22,97.72,45.4,46.06,1714,547876,77.62,2.45,ambient_high,fault
2025-05-26T15:34:14.202702,67.09,98.01,64.41,63.78,2495,57.52,19.19,39.89,4.12,25.37,10306,79.17,5,104.37,28.49,25.6,6973,93348,67.04,13.37,air_flow_low,fault
2025-05-26T15:34:14.202710,83.36,81.14,67.83,35.1,3253,133.05,1.17,40.81,48.14,50.34,25969,59.1,46,88.7,-0.74,51.4,4034,398008,63.14,4.69,speed_high,fault
2025-05-26T15:34:14.202718,70.47,84.91,33.8,45.27,2194,56.21,3.6,33.25,4.34,33.79,34619,31.97,37,99.69,22.27,32.28,321,563528,69.69,1.7,air_flow_low,fault
2025-05-26T15:34:14.202727,26.58,89.8,51.76,61.8,2607,60.92,11.97,24.59,2.39,21.06,22651,68.7,28,103.43,10.87,16.69,7078,25157,76.46,16.69,air_flow_low,fault
2025-05-26T15:34:14.202735,49.58,98.82,56.8,55.69,2116,53.65,22.98,43.84,10.71,25.01,32552,1.51,22,101.75,13.03,28.29,3551,122479,99.43,11.64,fuel_low,fault
2025-05-26T15:34:14.202743,51.66,94.83,50.62,35.41,1034,22.62,14.8,26.08,27.89,7.47,4249,98.66,1,69.68,16.93,11.98,6164,336677,57.1,19.66,barometric_low,fault
2025-05-26T15:34:14.202752,59.91,89.28,40.59,73.1,3203,75.45,19.78,39.04,130.51,38.73,16784,21.22,33,94.58,47.34,36.88,7144,477788,98.92,9.84,ambient_high,fault
2025-05-26T15:34:14.202760,40.09,99.53,32.54,40.76,6695,34.87,19.71,37.53,79.18,24.95,33378,43.22,3,97.84,0.26,28.7,4541,147399,66.56,15.72,rpm_spike,fault
2025-05-26T15:34:14.202769,51.15,99.98,67.75,77.22,3195,171.81,18.37,24.64,165.82,47.87,3258,75.42,4,87.68,4.33,45.52,5065,173341,53.1,10.24,speed_high,fault
2025-05-26T15:34:14.202777,57.32,91.24,64.52,50.32,3405,87.09,1.23,32.27,191.76,0.0,34966,95.17,20,104.27,19.41,0.0,2939,159790,77.0,6.89,throttle_stuck,fault
2025-05-26T15:34:14.202785,57.88,105.43,48.8,65.36,1584,43.11,24.25,63.96,50.37,21.33,14404,49.49,44,95.52,17.36,22.11,7136,15435,50.95,2.88,intake_temp_high,fault
2025-05-26T15:34:14.202794,25.81,88.56,50.26,42.6,1381,35.49,22.63,46.05,115.94,0.0,16193,38.56,27,100.21,18.65,0.0,1917,394093,71.05,8.73,throttle_stuck,fault
2025-05-26T15:34:14.202802,87.84,99.94,57.81,62.14,1323,162.03,12.11,32.38,18.72,9.76,34662,35.1,30,87.81,10.63,12.2,3817,528742,76.01,4.18,speed_high,fault
2025-05-26T15:34:14.202811,70.34,77.03,68.79,89.19,2431,58.49,4.35,48.73,124.01,30.44,15714,47.72,9,91.6,13.79,29.22,2318,298220,88.88,24.06,fuel_rate_high,fault
2025-05-26T15:34:14.202819,75.57,79.52,52.71,63.23,6133,42.76,24.62,20.44,132.64,12.2,24065,60.63,9,89.99,7.33,12.72,2335,464046,96.59,13.73,rpm_spike,fault
2025-05-26T15:34:14.202827,32.36,120.06,50.52,54.65,1823,45.42,24.06,27.77,150.09,0.0,937,80.66,22,98.77,15.75,0.0,79,314215,94.72,5.64,throttle_stuck,fault
2025-05-26T15:34:14.202835,40.18,102.75,31.68,51.18,6256,58.61,24.18,42.42,56.88,22.46,35083,26.64,23,90.89,4.71,22.37,6854,194176,91.74,9.07,rpm_spike,fault
2025-05-26T15:34:14.202844,33.26,82.47,61.09,67.59,6180,71.4,23.29,45.4,26.87,36.35,22923,83.12,29,98.92,25.16,34.69,7004,412184,74.67,1.46,rpm_spike,fault
2025-05-26T15:34:14.202852,32.54,114.14,31.93,74.01,2191,50.56,3.13,66.4,189.42,33.35,31267,32.42,10,104.04,-0.79,36.35,4269,459653,77.93,6.65,intake_temp_high,fault
2025-05-26T15:34:14.202861,47.37,98.0,59.08,33.11,3274,84.24,24.32,23.8,73.07,34.89,12277,96.31,36,95.2,13.42,33.56,2338,147864,57.95,25.12,fuel_rate_high,fault
2025-05-26T15:34:14.202870,57.27,95.48,48.7,59.75,1990,53.07,6.0,27.23,35.75,29.17,33170,6.98,36,67.91,33.75,25.9,4675,404841,59.14,5.36,barometric_low,fault
2025-05-26T15:34:14.202878,37.31,92.51,42.73,85.75,2771,65.33,-1.73,31.59,93.98,0.0,32502,95.28,27,102.47,2.05,0.0,1401,46867,58.76,7.31,throttle_stuck,fault
2025-05-26T15:34:14.202886,51.1,108.73,51.58,79.54,2553,61.18,8.97,61.13,131.83,33.43,35674,98.61,1,92.59,0.07,35.7,4919,147987,58.21,7.4,intake_temp_high,fault
2025-05-26T15:34:14.202895,23.76,115.35,44.12,69.32,1498,41.29,18.57,39.34,40.66,100.0,26541,86.49,36,93.71,14.19,100.0,6670,420052,63.62,2.71,throttle_stuck,fault
2025-05-26T15:34:14.202903,28.61,103.02,61.18,64.81,1738,45.33,12.73,43.81,60.63,100.0,9514,89.61,27,97.33,-0.39,100.0,726,474010,84.37,4.95,throttle_stuck,fault
2025-05-26T15:34:14.202911,27.02,99.61,34.23,88.52,2048,46.27,-2.3,16.95,89.04,13.71,13675,27.29,4,89.49,45.19,14.78,870,600010,52.15,14.4,ambient_high,fault
2025-05-26T15:34:14.202920,22.33,90.18,67.46,58.27,2572,167.64,3.23,45.57,174.05,25.51,34358,34.7,4,92.3,32.65,22.83,260,106921,51.47,9.91,speed_high,fault
2025-05-26T15:34:14.202933,76.91,130.81,47.46,82.98,1750,43.92,-0.17,43.58,123.17,29.42,7371,12.32,26,100.11,6.97,26.94,3078,251958,87.19,7.32,coolant_overheat,fault
2025-05-26T15:34:14.202941,28.08,85.19,46.87,83.36,3023,72.15,13.11,35.33,31.34,100.0,25557,14.31,24,93.67,30.75,100.0,6899,584741,68.31,17.73,throttle_stuck,fault
2025-05-26T15:34:14.202949,23.59,92.59,31.45,39.2,3198,80.15,24.17,27.69,69.95,100.0,23609,13.31,6,102.86,30.38,100.0,7065,508122,90.49,10.3,throttle_stuck,fault
2025-05-26T15:34:14.202958,73.67,94.37,67.7,82.02,2176,51.71,5.47,44.32,118.06,34.28,10200,18.85,31,74.41,26.97,35.93,6027,443145,58.58,2.98,barometric_low,fault
2025-05-26T15:34:14.202966,53.14,128.07,65.87,36.92,3214,79.83,6.64,45.33,11.59,38.27,25596,36.35,17,85.67,15.61,34.22,2291,600585,68.48,16.04,coolant_overheat,fault
2025-05-26T15:34:14.202974,77.66,74.35,53.39,43.91,3552,93.28,23.59,49.04,102.97,43.33,7511,83.22,40,95.62,13.92,47.94,4189,186787,59.54,33.11,fuel_rate_high,fault
2025-05-26T15:34:14.202983,80.92,77.65,30.67,89.0,2238,54.68,10.13,60.79,96.78,25.11,6816,10.77,9,88.68,-0.41,24.88,1781,536579,52.07,12.11,intake_temp_high,fault
2025-05-26T15:34:14.202991,72.35,93.82,40.27,73.55,1466,39.4,-1.72,41.85,18.81,0.0,30470,91.2,38,98.36,21.65,0.0,1618,412428,96.72,7.07,throttle_stuck,fault
2025-05-26T15:34:14.203000,50.79,93.16,68.96,79.65,2467,64.41,6.49,58.07,147.52,26.26,33302,28.61,11,95.71,32.36,28.96,4391,583433,68.44,15.69,intake_temp_high,fault
2025-05-26T15:34:14.203008,89.04,106.06,45.19,83.42,1689,41.47,17.92,41.34,73.87,13.5,2570,17.29,0,85.24,45.06,14.01,4904,96120,70.34,17.13,ambient_high,fault
2025-05-26T15:34:14.203016,25.77,117.09,67.12,88.81,1810,43.73,14.86,36.74,127.92,29.64,6658,91.13,36,94.28,32.34,26.9,7159,531358,70.1,34.49,fuel_rate_high,fault
2025-05-26T15:34:14.203025,65.77,96.15,52.73,50.53,2257,59.64,12.52,23.33,89.27,26.82,23910,88.8,26,97.25,42.37,27.82,2499,118790,65.62,19.64,ambient_high,fault
2025-05-26T15:34:14.203033,39.87,97.91,39.54,50.2,2198,134.94,0.33,20.39,145.79,36.3,6949,37.98,15,90.86,17.28,31.85,2296,441411,60.91,10.51,speed_high,fault
2025-05-26T15:34:14.203043,62.06,99.53,34.92,56.54,3447,85.86,17.87,44.24,97.64,37.18,20002,27.05,23,86.11,29.23,37.68,5323,185566,92.38,11.57,barometric_low,fault
2025-05-26T15:34:14.203051,47.96,99.21,32.7,50.06,2621,61.64,16.64,45.44,167.86,26.41,32042,55.87,18,99.14,31.41,27.19,4785,592852,93.65,20.16,fuel_rate_high,fault
2025-05-26T15:34:14.203059,59.74,101.97,64.08,67.4,2120,50.38,22.36,37.79,5.05,19.65,396,39.77,17,93.12,30.79,15.31,4943,262084,97.9,15.57,air_flow_low,fault
2025-05-26T15:34:14.203067,70.59,79.52,67.8,74.53,2468,57.16,23.22,24.79,83.02,31.99,25350,3.84,32,100.85,21.53,29.45,5952,512387,83.7,18.77,fuel_low,fault
2025-05-26T15:34:14.203076,55.24,90.54,68.84,35.16,1715,43.78,7.21,32.78,98.55,26.28,23561,93.25,15,91.91,39.29,28.54,4529,446703,60.71,7.43,ambient_high,fault
2025-05-26T15:34:14.203084,44.13,99.35,31.76,49.24,1292,34.95,5.35,32.95,127.96,100.0,2745,47.97,41,91.76,2.8,100.0,4060,364344,80.46,10.12,throttle_stuck,fault
2025-05-26T15:34:14.203092,22.8,82.59,42.13,77.04,2936,77.33,14.89,36.43,42.56,34.78,14458,3.43,45,103.87,25.94,36.86,1066,282138,51.52,19.24,fuel_low,fault
2025-05-26T15:34:14.203101,83.26,121.77,50.97,71.92,1510,37.82,22.28,28.66,178.73,20.69,32338,84.42,49,98.69,5.17,21.44,3534,413692,77.85,14.26,coolant_overheat,fault
2025-05-26T15:34:14.203109,64.46,84.19,51.37,75.01,1912,48.4,24.71,20.22,129.52,16.21,27789,2.52,17,85.39,28.74,16.06,2725,543275,78.17,2.32,fuel_low,fault
2025-05-26T15:34:14.203117,77.08,102.01,54.31,80.21,1996,177.78,23.99,41.63,29.4,22.68,29123,42.21,30,93.17,30.26,20.79,5643,39539,52.6,3.47,speed_high,fault
2025-05-26T15:34:14.203126,45.92,89.48,63.17,83.73,2369,62.09,-0.37,33.62,107.7,37.46,31840,86.14,6,87.82,35.79,37.77,3044,53297,81.91,11.03,ambient_high,fault
2025-05-26T15:34:14.203134,75.35,82.47,35.26,36.5,2567,126.8,15.77,46.74,23.57,37.77,30926,7.29,24,94.04,19.11,37.67,3961,344906,80.12,15.97,speed_high,fault
2025-05-26T15:34:14.203142,78.58,86.21,42.23,52.13,2151,169.77,20.46,38.21,168.33,27.52,31561,66.38,49,103.86,3.78,24.55,5958,535003,74.29,19.59,speed_high,fault
2025-05-26T15:34:14.203151,27.99,99.13,66.31,44.64,3138,81.28,24.58,31.71,64.22,0.0,8560,72.44,31,90.45,18.35,0.0,1765,343057,57.25,14.36,throttle_stuck,fault
2025-05-26T15:34:14.203160,59.16,84.24,30.41,48.32,6249,23.43,10.9,16.93,126.18,2.2,30161,92.92,27,89.65,33.82,3.5,3200,181239,94.5,15.38,rpm_spike,fault
2025-05-26T15:34:14.203170,40.87,97.5,40.85,70.85,3580,90.65,-2.92,27.44,192.84,54.62,5477,88.48,16,88.76,41.25,57.41,2207,32404,70.38,17.31,ambient_high,fault
2025-05-26T15:34:14.203179,50.89,81.71,53.01,35.24,2384,61.78,6.82,43.05,8.66,39.96,16542,97.52,1,101.66,2.56,38.22,5322,275962,51.25,16.49,air_flow_low,fault
2025-05-26T15:34:14.203187,89.79,99.01,65.19,58.19,4966,121.0,3.9,33.78,85.95,61.65,32379,93.4,4,66.61,-4.71,62.88,5997,554614,91.67,8.01,barometric_low,fault
2025-05-26T15:34:14.203195,32.99,79.42,55.24,33.13,3666,96.26,13.89,25.24,100.63,42.34,13893,29.64,0,78.11,-0.82,46.89,2684,151990,83.64,8.42,barometric_low,fault
2025-05-26T15:34:14.203204,75.77,92.26,59.83,71.03,1959,53.83,17.27,39.93,1.44,20.82,16693,33.23,46,103.84,10.2,20.25,2238,405056,69.62,15.19,air_flow_low,fault
2025-05-26T15:34:14.203212,77.06,97.47,37.31,50.66,1995,46.26,8.37,49.67,52.97,0.0,29440,15.28,34,92.35,4.92,0.0,2967,189372,62.07,7.64,throttle_stuck,fault
2025-05-26T15:34:14.203221,33.7,97.52,60.79,48.22,3255,83.47,1.46,30.06,141.15,32.43,7302,62.65,48,91.5,40.27,31.65,6489,213426,81.62,7.09,ambient_high,fault
2025-05-26T15:34:14.203230,72.04,101.79,43.56,36.06,3525,144.79,-1.9,40.88,52.12,45.85,34687,10.06,16,104.35,33.28,50.35,3348,399110,53.68,16.61,speed_high,fault
2025-05-26T15:34:14.203239,54.53,94.08,48.64,70.34,1239,34.76,-4.25,20.79,122.87,18.26,23029,0.29,42,100.49,19.63,18.71,6897,7735,88.91,2.17,fuel_low,fault
2025-05-26T15:34:14.203247,59.13,100.42,53.48,73.31,3077,72.22,-3.69,20.47,12.22,29.53,4594,36.88,43,68.02,32.04,34.37,4045,579921,96.43,11.65,barometric_low,fault
2025-05-26T15:34:14.203255,71.7,99.41,52.04,33.65,5780,50.42,12.19,41.4,89.62,32.13,15076,47.28,35,92.5,20.13,31.42,1265,161508,57.33,15.83,rpm_spike,fault
2025-05-26T15:34:14.203264,25.11,98.58,32.3,51.34,824,137.37,-4.22,38.01,143.8,15.05,15126,46.95,10,92.08,7.65,11.58,1676,572316,60.77,1.91,speed_high,fault
2025-05-26T15:34:14.203273,37.59,90.53,40.12,78.79,2926,146.99,17.71,18.69,101.86,28.39,11089,43.84,23,97.34,6.26,26.01,3934,250428,77.46,15.56,speed_high,fault
2025-05-26T15:34:14.203281,67.74,88.18,60.45,65.67,3176,76.03,12.4,42.81,13.62,47.39,8961,0.07,19,104.29,7.49,48.01,2417,522184,91.44,9.42,fuel_low,fault
2025-05-26T15:34:14.203289,84.56,102.16,49.26,59.82,2953,73.78,-1.41,48.74,3.32,39.0,3248,92.81,8,104.12,7.21,42.49,1582,534509,96.02,9.28,air_flow_low,fault
2025-05-26T15:34:14.203298,35.07,78.02,47.86,72.83,1439,138.73,8.58,31.29,158.23,27.31,29812,88.32,40,89.33,26.74,27.88,1457,112325,93.02,4.77,speed_high,fault
2025-05-26T15:34:14.203306,87.32,97.41,69.56,82.57,2296,166.6,24.03,20.57,194.56,35.37,8869,51.35,20,90.4,10.01,38.4,6725,258612,80.94,17.58,speed_high,fault
2025-05-26T15:34:14.203314,53.76,82.83,64.78,53.59,1971,45.66,24.03,15.12,163.0,21.05,6034,14.75,20,100.23,44.92,18.64,2213,453556,72.92,12.17,ambient_high,fault
2025-05-26T15:34:14.203323,72.33,133.29,52.89,47.21,2708,71.63,10.31,37.34,68.17,42.78,16381,52.23,50,104.56,-4.22,45.69,4125,56811,77.51,7.2,coolant_overheat,fault
2025-05-26T15:34:14.203331,65.54,91.51,57.27,55.66,2490,59.27,23.09,59.1,132.14,32.85,34905,84.6,22,99.05,17.78,37.38,2613,94926,64.95,15.33,intake_temp_high,fault
2025-05-26T15:34:14.203339,89.25,93.68,54.83,55.17,3712,131.69,4.73,28.45,25.12,44.28,27292,8.29,37,94.21,17.07,47.27,579,521154,69.5,14.83,speed_high,fault
2025-05-26T15:34:14.203348,46.11,93.25,62.87,32.42,2055,54.3,15.13,15.63,39.37,35.73,3034,3.42,25,103.54,-2.47,35.26,1142,26329,58.99,13.29,fuel_low,fault
2025-05-26T15:34:14.203356,61.5,122.18,45.56,63.47,2499,60.98,16.94,36.04,78.87,28.05,13852,46.08,24,88.08,11.54,27.02,2305,547175,96.02,12.15,coolant_overheat,fault
2025-05-26T15:34:14.203364,67.13,85.98,67.54,88.2,1939,51.36,7.61,23.41,152.36,25.15,28431,0.7,2,92.92,9.28,22.79,5664,379016,51.03,15.99,fuel_low,fault
2025-05-26T15:34:14.203373,36.98,101.29,56.05,40.43,6925,25.46,18.63,31.59,57.53,17.48,9872,50.23,41,95.32,18.21,12.71,3238,491302,65.14,17.1,rpm_spike,fault
2025-05-26T15:34:14.203381,34.26,89.33,32.61,83.0,1408,30.62,21.1,59.47,14.17,6.05,25779,30.78,46,91.48,30.4,6.52,4729,515854,89.17,6.31,intake_temp_high,fault
2025-05-26T15:34:14.203389,88.1,90.35,63.37,55.27,3555,86.53,22.1,33.8,117.75,37.37,31688,12.22,13,65.68,30.02,37.2,6028,251220,94.48,18.82,barometric_low,fault
2025-05-26T15:34:14.203399,88.85,88.59,56.01,65.65,1193,34.22,14.16,39.86,122.36,16.76,16825,55.88,37,96.82,40.61,16.23,4629,163398,74.59,2.09,ambient_high,fault
2025-05-26T15:34:14.203409,83.18,98.7,69.08,80.5,2615,64.33,11.18,29.02,148.05,0.0,7253,10.36,40,87.15,12.8,0.0,3337,158724,61.84,4.49,throttle_stuck,fault
2025-05-26T15:34:14.203417,34.83,87.66,64.71,32.65,3362,84.08,16.49,67.71,147.91,50.49,23417,86.13,30,91.73,2.25,54.85,2561,332083,64.77,5.24,intake_temp_high,fault
2025-05-26T15:34:14.203426,26.71,91.7,53.99,62.14,3740,94.21,5.86,44.92,76.36,37.85,3941,97.88,47,102.32,41.46,39.08,637,146816,96.44,6.51,ambient_high,fault
2025-05-26T15:34:14.203435,28.07,93.78,38.47,57.7,2254,51.94,15.09,25.75,107.42,22.76,10369,3.62,46,85.29,7.12,20.71,1662,334314,76.79,3.43,fuel_low,fault
2025-05-26T15:34:14.203444,52.14,108.56,31.54,80.59,3618,91.47,9.34,40.44,38.06,47.46,30752,20.96,23,88.83,3.6,48.87,3439,382605,72.56,29.16,fuel_rate_high,fault
2025-05-26T15:34:14.203452,68.14,100.2,40.41,41.08,6539,121.88,17.53,28.64,120.57,61.19,15136,88.53,14,95.01,5.49,63.5,3495,502197,52.47,19.7,rpm_spike,fault
2025-05-26T15:34:14.203461,57.42,86.22,33.35,52.56,1780,171.34,9.31,27.5,95.11,24.08,15000,72.79,44,95.28,11.73,26.45,2849,587294,80.37,15.38,speed_high,fault
2025-05-26T15:34:14.203469,59.73,109.91,67.42,84.46,2116,54.36,16.55,36.42,136.2,35.43,26488,18.2,35,96.11,-2.53,30.9,1340,355954,69.9,35.79,fuel_rate_high,fault
2025-05-26T15:34:14.203482,79.36,83.72,60.98,47.0,1549,40.66,10.5,35.1,125.92,25.31,12882,59.29,8,104.66,44.5,29.94,133,344202,68.43,17.98,ambient_high,fault
2025-05-26T15:34:14.203491,58.76,72.21,54.77,49.41,2540,61.28,4.32,24.1,117.48,24.8,8209,0.57,34,99.49,14.26,25.57,6069,423239,76.11,18.64,fuel_low,fault
2025-05-26T15:34:14.203500,77.22,103.5,54.08,85.21,3566,87.35,22.6,42.35,170.25,50.98,24238,36.66,28,98.75,32.88,49.84,5801,363642,91.34,30.35,fuel_rate_high,fault
2025-05-26T15:34:14.203508,20.38,88.03,66.31,32.21,2073,129.05,15.72,49.32,14.82,19.65,29654,85.99,17,103.08,1.95,21.17,392,9491,90.89,2.7,speed_high,fault
